"id","property_code","property_name","property_name_cn","attributes","annotation","category_code","crowd_stat","category_type","property_type","serial_number","simplified_attribute","source_relation","source_relation_term","source_relation_attribute","source_entity_attribute","create_user","create_time","modify_user","modify_time","del_stat","version_no","identify_type"
"15","1065010001000005","major","专业",,NULL,"105101000000000b","0","0","0","14","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:19","qidekang","2024-11-06 17:03:20","0","0",NULL
"16","1065010001100008","professional_title","职称",,NULL,"105101000000000b","0","0","0","16","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:20","qidekang","2024-11-06 17:03:20","0","0",NULL
"17","106501000120000b","state","健康状态",,NULL,"105101000000000b","0","0","0","33","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:20","qidekang","2024-11-06 17:03:20","1","0",NULL
"21","1065010001300001","marital_status","婚姻状况",,NULL,"105101000000000b","0","0","0","7","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:22","qidekang","2025-02-27 17:42:30","0","0",NULL
"22","1065020000200003","region_id","序号",,NULL,"105102000000000c","0","1","1","1","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:23","guochengjie","2025-03-05 18:57:08","0","0",NULL
"23","1065020000300006","name","名称",,NULL,"105102000000000c","0","0","0","2","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:24","qidekang","2024-11-06 17:03:20","0","0",NULL
"24","1065020000400009","type","类型","地理类型，地貌类型等",NULL,"105102000000000c","0","0","0","3","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:24","qidekang","2025-02-27 17:12:16","0","0",NULL
"25","106502000050000c","functionality","功能","使用性质，规划用途等",NULL,"105102000000000c","0","0","0","4","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:25","qidekang","2025-02-27 17:13:52","0","0",NULL
"26","1065020000600002","latitude_and_longitude","经纬度",,NULL,"105102000000000c","0","0","0","13","0",NULL,NULL,NULL,NULL,"admin","2023-04-17 11:15:25","qidekang","2024-11-06 17:03:20","1","0",NULL
"27","1065020000700005","outsourcing_boundary","外包边界","适用于面（polygon）类型的地址",NULL,"105102000000000c","0","0","0","15","0",NULL,NULL,NULL,NULL,"zstx","2023-04-17 11:15:26","qidekang","2024-11-06 17:03:20","1","0",NULL
"28","1065020000800008","address","地址",,NULL,"105102000000000c","0","0","0","8","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:26","qidekang","2024-11-06 17:03:20","0","0",NULL
"29","106502000090000b","long","长度",,NULL,"105102000000000c","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:27","admin","2024-11-06 17:03:20","1","0",NULL
"30","1065020000a00001","wide","宽度",,NULL,"105102000000000c","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:27","admin","2024-11-06 17:03:20","1","0",NULL
"31","1065020000b00004","high","高度",,NULL,"105102000000000c","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:28","admin","2024-11-06 17:03:20","1","0",NULL
"32","1065020000c00007","area","面积",,NULL,"105102000000000c","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:29","admin","2024-11-06 17:03:20","1","0",NULL
"33","1065020000d0000a","landform","地貌","平原, 高原, 丘陵, 山地",NULL,"105102000000000c","0","0","0","5","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:29","qidekang","2025-02-26 17:51:42","1","0",NULL
"35","1065030000200004","event_id","序号",,NULL,"1051030000000000","0","1","1","1","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:30","guochengjie","2025-03-05 18:57:13","0","0",NULL
"36","1065030000300007","name","名称",,NULL,"1051030000000000","0","0","0","2","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:31","qidekang","2024-11-06 17:03:20","0","0",NULL
"37","106503000040000a","start_time","发生时间",,NULL,"1051030000000000","0","0","0","4","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:31","qidekang","2024-11-06 17:03:20","0","0",NULL
"38","1065030000500000","end_time","结束时间",,NULL,"1051030000000000","0","0","0","5","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:32","qidekang","2024-11-06 17:03:20","0","0",NULL
"39","1065030000600003","type","事件类型","处置，投诉，执法等",NULL,"1051030000000000","0","0","0","3","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:33","qidekang","2025-02-27 16:54:30","0","0",NULL
"40","1065030000700006","description","描述",,NULL,"1051030000000000","0","0","0","14","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:34","qidekang","2024-11-06 17:03:20","0","0",NULL
"41","1065030000800009","result","结果",,NULL,"1051030000000000","0","0","0","11","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:34","qidekang","2024-11-06 17:03:20","0","0",NULL
"42","106503000090000c","cause","原因",,NULL,"1051030000000000","0","0","0","10","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:35","qidekang","2024-11-06 17:03:20","0","0",NULL
"43","1065030000a00002","state","状态","进行中，已完成",NULL,"1051030000000000","0","0","0","15","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:35","qidekang","2025-02-27 16:31:10","0","0",NULL
"47","1065040000200005","object_id","序号",,NULL,"1051040000000001","0","1","1","1","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:37","guochengjie","2025-03-05 18:57:21","0","0",NULL
"48","1065040000300008","name","名称",,NULL,"1051040000000001","0","0","0","2","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:38","qidekang","2024-11-06 17:03:20","0","0",NULL
"49","106504000040000b","type","类型",,NULL,"1051040000000001","0","0","0","6","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:39","qidekang","2024-11-06 17:03:20","0","0",NULL
"50","1065040000100002","identification_code","识别码","SN号等",NULL,"1051040000000001","0","0","1","0","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:39","admin","2024-11-06 17:03:20","0","0",NULL
"51","1065040000500001","functionality","功能",,NULL,"1051040000000001","0","0","0","10","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:40","qidekang","2024-11-06 17:03:20","0","0",NULL
"52","1065040000600004","brand","品牌",,NULL,"1051040000000001","0","0","0","9","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:40","qidekang","2024-11-06 17:03:20","0","0",NULL
"53","1065040000700007","model_number","型号",,NULL,"1051040000000001","0","0","0","12","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:41","qidekang","2024-11-06 17:03:20","0","0",NULL
"54","106504000080000a","long","长",,NULL,"1051040000000001","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:42","admin","2024-11-06 17:03:20","1","0",NULL
"55","1065040000900000","wide","宽",,NULL,"1051040000000001","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:42","admin","2024-11-06 17:03:20","1","0",NULL
"56","1065040000a00003","high","高",,NULL,"1051040000000001","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:43","admin","2024-11-06 17:03:20","1","0",NULL
"57","1065040000b00006","weight","重量",,NULL,"1051040000000001","0","0","0","4","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:43","qidekang","2024-11-06 17:03:20","0","0",NULL
"58","1065040000c00009","capacity","容量",,NULL,"1051040000000001","0","0","0","12","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:44","qidekang","2024-11-06 17:03:20","1","0",NULL
"59","1065040000d0000c","material","材质","塑料，金属，木质等",NULL,"1051040000000001","0","0","0","5","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:44","qidekang","2025-02-27 16:54:59","0","0",NULL
"60","1065040000e00002","date_of_production","生产日期",,"简化属性，组织物生产，出厂时间","1051040000000001","0","0","0","0","1","1095540100000007","1096540110001000","10a5540100c00005",NULL,"test_user","2023-04-17 11:15:45","guochengjie","2025-03-05 14:09:59","0","0",NULL
"61","1065040000f00005","validity_period","有效期限",,"简化属性，组织物生产，有效期限","1051040000000001","0","0","0","1","1","1095540100000007","1096540110001000","10a5540100e0000b",NULL,"test_user","2023-04-17 11:15:46","guochengjie","2025-03-05 14:10:03","0","0",NULL
"62","1065040001000008","state","状态","正常, 待维修, 损坏",NULL,"1051040000000001","0","0","0","14","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:46","guochengjie","2024-11-06 17:03:20","0","0",NULL
"63","1065050000200006","organization_id","序号",,NULL,"1051050000000002","0","1","1","1","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:47","guochengjie","2025-03-05 18:57:32","0","0",NULL
"64","1065050000300009","name","名称",,NULL,"1051050000000002","0","0","0","2","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:47","qidekang","2024-11-06 17:03:20","0","0",NULL
"65","106505000040000c","type","类型","经济性质（政府机关，事业单位，社会团体，企业等），家庭类型（普通家庭，优抚家庭等）",NULL,"1051050000000002","0","0","0","3","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:48","qidekang","2025-02-27 18:49:00","0","0",NULL
"66","1065050000500002","responsibility","职责愿景",,NULL,"1051050000000002","0","0","0","14","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:48","qidekang","2025-02-27 17:07:21","0","0",NULL
"67","1065050000600005","state","经营状态","营业, 停业, 停业, 筹建",NULL,"1051050000000002","0","0","0","6","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:49","qidekang","2025-02-27 16:55:28","0","0",NULL
"68","1065050000700008","personnel_scale","人员规模",,NULL,"1051050000000002","0","0","0","11","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:49","qidekang","2024-11-06 17:03:20","0","0",NULL
"69","106505000080000b","date_of_establishment","成立日期",,NULL,"1051050000000002","0","0","0","9","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:50","qidekang","2024-11-06 17:03:20","0","0",NULL
"70","1065050000900001","cancellation_date","注销日期",,NULL,"1051050000000002","0","0","0","10","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:50","qidekang","2024-11-06 17:03:20","0","0",NULL
"71","1065050000a00004","contact_information","联系方式",,"简化属性，人组织管理，人物拥有，物的编号","1051050000000002","0","0","0","16","1","1096150220005003","109515020000000c",NULL,"1065010002000001","test_user","2023-04-17 11:15:51","guochengjie","2025-03-05 14:10:19","0","0",NULL
"72","1065050000b00007","contact_person","联络人",,"简化属性，人组织管理，人的姓名属性","1051050000000002","0","0","0","15","1","1096150220005003","109515020000000c",NULL,"1065010000300005","test_user","2023-04-17 11:15:52","guochengjie","2025-03-05 14:10:15","0","0",NULL
"74","1065050000100003","identification_code","识别码",,NULL,"1051050000000002","0","0","1","0","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:53","admin","2024-11-06 17:03:20","0","0",NULL
"76","10a511010020000c","duration","服务时长",,NULL,"1095110100000005","0","0","0","3","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:54","qidekang","2025-03-03 13:32:36","0","0",NULL
"77","10a5110100300002","end_time","服务结束时间",,NULL,"1095110100000005","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:54","admin","2025-03-03 13:32:36","1","0",NULL
"78","10a5110100400005","price","服务价格",,NULL,"1095110100000005","0","0","0","4","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:55","qidekang","2025-03-03 13:32:36","0","0",NULL
"79","10a5110100500008","frequency","服务频次","一天一次, 每周一次",NULL,"1095110100000005","0","0","0","5","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:55","qidekang","2025-03-03 13:32:36","0","0",NULL
"80","10a511010060000b","type","服务类型","咨询, 代理, 家政, 餐饮, 医护, 转运",NULL,"1095110100000005","0","0","0","1","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:56","qidekang","2025-03-03 13:32:36","0","0",NULL
"81","10a5110100700001","mode","服务方式","线上咨询, 线下交谈, 实地走访",NULL,"1095110100000005","0","0","0","2","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:57","qidekang","2025-03-03 13:32:36","0","0",NULL
"82","10a5110100800004","tool","使用工具",,"简化属性，人物使用，物名称","1095110100000005","0","0","0","6","1","1095140300000001","109614031000a00a",NULL,"1065040000300008","test_user","2023-04-17 11:15:57","qidekang","2025-03-13 10:21:33","0","0",NULL
"83","10a5110100900007","evaluation_result","服务评价","质量高, 态度好, 效率高, 质量高, 态度差, 效率低",NULL,"1095110100000005","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:58","qidekang","2025-03-03 13:32:36","1","0",NULL
"84","10a5110100a0000a","requirement","上岗要求","身体健康, 政治面貌, 工作经验",NULL,"1095110100000005","0","0","0","7","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:58","qidekang","2025-03-03 13:32:36","0","0",NULL
"85","10a5110100b00000","resultant_product","结果产物","流调报告, 体检报告, 按时送达",NULL,"1095110100000005","0","0","0","8","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:15:59","qidekang","2025-03-03 13:32:36","0","0",NULL
"86","10a5110200200002","duration","冲突时长",,NULL,"1095110200000008","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:15:59","admin","2025-03-03 13:32:36","0","0",NULL
"87","10a5110200300005","end_time","冲突结束时间",,NULL,"1095110200000008","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:00","admin","2025-03-03 13:32:36","1","0",NULL
"88","10a5110200400008","type","冲突类型","经济纠纷, 资源冲突, 产权纠纷, 身体冲突, 言语纠纷, 文化冲突",NULL,"1095110200000008","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:01","admin","2025-03-03 13:32:36","0","0",NULL
"89","10a511020050000b","cause","冲突原因","事故, 目标不同, 分配不均, 沟通不畅",NULL,"1095110200000008","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:01","admin","2025-03-03 13:32:36","0","0",NULL
"90","10a5110200600001","consequence","冲突后果","财产损失, 人身伤害, 精神损失",NULL,"1095110200000008","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:02","admin","2025-03-03 13:32:36","0","0",NULL
"91","10a5110300200005","duration","持续时长",,NULL,"109511030000000b","0","0","0","7","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:02","admin","2025-03-03 13:32:36","0","0",NULL
"92","10a5110300300008","end_time","管理结束时间",,NULL,"109511030000000b","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:03","admin","2025-03-03 13:32:36","1","0",NULL
"93","10a511030040000b","mode","管理方式","直接, 间接",NULL,"109511030000000b","0","0","0","2","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:03","guochengjie","2025-03-03 13:32:36","0","0",NULL
"94","10a5110300500001","according_to_regulations","依据条例","部门管理条例, 道路行驶规则, 禁止乱搭乱建制度",NULL,"109511030000000b","0","0","0","3","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:04","guochengjie","2025-03-03 13:32:36","0","0",NULL
"95","10a5110300600004","scope_of_authority","权限范畴","全面管理, 业务管理, 人事管理, 财务管理",NULL,"109511030000000b","0","0","0","4","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:04","guochengjie","2025-03-03 13:32:36","0","0",NULL
"96","10a5110300700007","evaluation_result","效果评价","效率高, 效果好, 效率低, 效果好",NULL,"109511030000000b","0","0","0","4","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:05","qidekang","2025-03-03 13:32:36","1","0",NULL
"97","10a5110400200008","duration","合作时长",,NULL,"1095110400000001","0","0","0","2","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:06","guochengjie","2025-03-03 13:32:36","0","0",NULL
"98","10a511040030000b","end_time","合作结束时间",,NULL,"1095110400000001","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:06","admin","2025-03-03 13:32:36","1","0",NULL
"99","10a5110400400001","type","协作类型","资源协作, 技术协作, 信息协作",NULL,"1095110400000001","0","0","0","3","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:07","guochengjie","2025-03-03 13:32:36","0","0",NULL
"100","10a5110400500004","division_of_responsibilities","职责分工",,NULL,"1095110400000001","0","0","0","4","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:08","guochengjie","2025-03-03 13:32:36","0","0",NULL
"101","10a5110400600007","purpose","合作目的","提升效率, 降低成本",NULL,"1095110400000001","0","0","0","5","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:08","guochengjie","2025-03-03 13:32:36","0","0",NULL
"102","10a511040070000a","evaluation_result","效果评价","配合默契, 沟通通畅, 协作及时, 态度积极",NULL,"1095110400000001","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:09","qidekang","2025-03-03 13:32:36","1","0",NULL
"103","10a5110400800000","process","合作进程",,NULL,"1095110400000001","0","0","0","6","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:09","guochengjie","2025-03-03 13:32:36","0","0",NULL
"104","10a511050020000b","duration","指导时长",,NULL,"1095110500000004","0","0","0","2","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:10","guochengjie","2025-03-03 13:32:36","0","0",NULL
"105","10a5110500300001","end_time","指导结束时间",,NULL,"1095110500000004","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:10","admin","2025-03-03 13:32:36","1","0",NULL
"106","10a5110500400004","role","身份角色","老师, 顾问, 执教",NULL,"1095110500000004","0","0","0","4","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:11","guochengjie","2025-03-03 13:32:36","0","0",NULL
"107","10a5110500500007","direction","讲授方向","数学, 物理, 足球, 篮球",NULL,"1095110500000004","0","0","0","5","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:11","guochengjie","2025-03-03 13:32:36","0","0",NULL
"108","10a511050060000a","tool","教学工具",,"简化属性，人物使用，物名称","1095110500000004","0","0","0","6","1","1095140300000001","109614031000c002",NULL,"1065040000300008","test_user","2023-04-17 11:16:12","guochengjie","2025-03-13 10:21:37","0","0",NULL
"109","10a5110500700000","mode","指导方式","线上, 线下, 理论, 实操",NULL,"1095110500000004","0","0","0","7","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:12","guochengjie","2025-03-03 13:32:36","0","0",NULL
"110","10a5110500800003","evaluation_result","效果评价","评价反馈优，考核绩效优, 评价反馈差，考核绩效优",NULL,"1095110500000004","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:13","qidekang","2025-03-03 13:32:36","1","0",NULL
"111","10a5110500900006","frequency","指导频次","一天一次, 每周一次",NULL,"1095110500000004","0","0","0","8","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:14","guochengjie","2025-03-03 13:32:36","0","0",NULL
"112","10a5110500a00009","purpose","指导目的","技能提升, 业务提升",NULL,"1095110500000004","0","0","0","9","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:14","guochengjie","2025-03-03 13:32:36","0","0",NULL
"113","10a5110600200001","duration","时间",,NULL,"1095110600000007","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:15","admin","2025-03-03 13:32:36","1","0",NULL
"114","10a5110600300004","end_time","结束时间",,NULL,"1095110600000007","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:15","system_user","2025-03-03 13:32:36","1","0",NULL
"115","10a5110600400007","type","血缘类型","直系血缘亲属, 旁系血缘亲属,",NULL,"1095110600000007","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:16","admin","2025-03-03 13:32:36","1","0",NULL
"116","10a511060050000a","appellation","称谓","父亲, 母亲, 儿子, 女儿, 祖父/外祖父, 祖母/外祖母, 哥哥/弟弟, 姐姐/妹妹, 孙子/外孙子, 孙女/外孙女, 叔伯/舅舅, 姑父/姨父, 堂/表兄弟, 堂/表姐妹, 侄子/外甥, 侄女/外甥女",NULL,"1095110600000007","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:16","system_user","2025-03-03 13:32:36","1","0",NULL
"117","10a5110700200004","duration","时间",,NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:17","admin","2025-03-03 13:32:36","1","0",NULL
"118","10a5110700300007","end_time","结束时间",,NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:18","system_user","2025-03-03 13:32:36","1","0",NULL
"119","10a511070040000a","type","类型","新婚, 二婚, 复婚, 离异",NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:18","test_user","2025-03-03 13:32:36","1","0",NULL
"120","10a5110700500000","marriage_and_childbearing_situation","婚育情况","无, 独生子女, 二胎, 三胎",NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:19","system_user","2025-03-03 13:32:36","1","0",NULL
"121","10a5110700600003","appellation","称谓","丈夫, 妻子, 前妻, 前夫",NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:19","system_user","2025-03-03 13:32:36","1","0",NULL
"122","10a5110700700006","related_kin","关联亲属","丈夫, 妻子, 岳父/公公, 岳母/婆婆, 嫂子/弟媳, 姐夫/妹夫, 女婿, 儿媳, 婶婶/舅妈, 婶婶/舅妈, 继父, 继母, 继子, 继女, 配偶的侄子/外甥, 配偶的侄女/外甥女",NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:20","system_user","2025-03-03 13:32:36","1","0",NULL
"123","10a5110700800009","mode","方式","登记婚姻, 事实婚姻",NULL,"109511070000000a","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:20","test_user","2025-03-03 13:32:36","1","0",NULL
"124","10a5110800200007","duration","时间",,NULL,"1095110800000000","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:21","admin","2025-03-03 13:32:36","1","0",NULL
"125","10a511080030000a","end_time","结束时间",,NULL,"1095110800000000","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:21","system_user","2025-03-03 13:32:36","1","0",NULL
"126","10a5110800400000","type","类型","收养，领养",NULL,"1095110800000000","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:22","test_user","2025-03-03 13:32:36","1","0",NULL
"127","10a5110800500003","appellation","称谓","养父/养母, 养子/养女",NULL,"1095110800000000","0","0","0","999","0",NULL,NULL,NULL,NULL,"system_user","2023-04-17 11:16:22","system_user","2025-03-03 13:32:36","1","0",NULL
"128","10a5120100200000","duration","驻留时长",,NULL,"1095120100000006","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:23","admin","2025-03-03 13:32:36","0","0",NULL
"129","10a5120100300003","end_time","离开时间",,NULL,"1095120100000006","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:24","admin","2025-03-03 13:32:36","0","0",NULL
"130","10a5120100400006","type","常驻类型","家庭居住, 工作场所, 外出派驻, 法律管控, 学校进修, 旅游度假, 医学隔离",NULL,"1095120100000006","0","0","0","999","0",NULL,NULL,NULL,NULL,"test_user","2023-04-17 11:16:24","admin","2025-03-03 13:32:36","0","0",NULL
